scenario_id,country,year,dispatch_mode,objective,required_bess_power_mw,required_bess_energy_mwh,required_bess_duration_h,far_before,far_after,far_before_trivial,far_after_trivial,h_negative_before,h_negative_after,h_below_5_before,h_below_5_after,baseload_price_before,capture_ratio_pv_before,capture_ratio_pv_after,surplus_unabs_energy_before,surplus_unabs_energy_after,pv_capture_price_before,pv_capture_price_after,revenue_bess_price_taker,soc_min,soc_max,soc_start_mwh,soc_end_mwh,soc_end_target_mwh,charge_max,discharge_max,charge_sum_mwh,discharge_sum_mwh,simultaneous_charge_discharge_hours,eta_roundtrip,eta_charge,eta_discharge,soc_boundary_mode,engine_version,compute_time_sec,cache_hit,bess_power_mw,duration_h,bess_energy_mwh
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,2.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,0.0,2.0,0.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,4.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,0.0,4.0,0.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,6.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,0.0,6.0,0.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,8.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,0.0,8.0,0.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,250.0,500.0,2.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,250.0,2.0,500.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,250.0,1000.0,4.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,250.0,4.0,1000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,250.0,1500.0,6.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,250.0,6.0,1500.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,250.0,2000.0,8.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,250.0,8.0,2000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,500.0,1000.0,2.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,500.0,2.0,1000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,500.0,2000.0,4.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,500.0,4.0,2000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,500.0,3000.0,6.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,500.0,6.0,3000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,500.0,4000.0,8.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,500.0,8.0,4000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,750.0,1500.0,2.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,750.0,2.0,1500.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,750.0,3000.0,4.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,750.0,4.0,3000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,750.0,4500.0,6.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,750.0,6.0,4500.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,750.0,6000.0,8.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,750.0,8.0,6000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,1000.0,2000.0,2.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,1000.0,2.0,2000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,1000.0,4000.0,4.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,1000.0,4.0,4000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,1000.0,6000.0,6.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,1000.0,6.0,6000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,1000.0,8000.0,8.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,1000.0,8.0,8000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,1500.0,3000.0,2.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,1500.0,2.0,3000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,1500.0,6000.0,4.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,1500.0,4.0,6000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,1500.0,9000.0,6.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,1500.0,6.0,9000.0
HIST,DE,2024,SURPLUS_FIRST,FAR_TARGET,1500.0,12000.0,8.0,1.0,1.0,False,False,457,457,756,756,78.51545827166116,0.5887752808034911,0.5887752808034911,0.0,0.0,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.7312240999999631,True,1500.0,8.0,12000.0
HIST,ES,2024,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,2.0,0.9994023008613372,0.9994023008613372,False,False,247,247,1690,1690,63.03954912899921,0.6789574809169381,0.6789574809169381,0.002132,0.002132,42.80117347476487,42.80117347476487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8534841000000597,True,0.0,2.0,0.0
HIST,ES,2024,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,4.0,0.9994023008613372,0.9994023008613372,False,False,247,247,1690,1690,63.03954912899921,0.6789574809169381,0.6789574809169381,0.002132,0.002132,42.80117347476487,42.80117347476487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8534841000000597,True,0.0,4.0,0.0
HIST,ES,2024,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,6.0,0.9994023008613372,0.9994023008613372,False,False,247,247,1690,1690,63.03954912899921,0.6789574809169381,0.6789574809169381,0.002132,0.002132,42.80117347476487,42.80117347476487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8534841000000597,True,0.0,6.0,0.0
